 ,,,,,,,,,,,,,
stop,,Kaithi,Tendupur,Soenbhadra,Tendupur,Madhupur,Sukrut,Ahraura,Adalhat,Narayanpur,Ramnagar,Mohan Sarai,Cantt
,arr,,7:31,7:48,8:05,8:26,8:45,9:18,9:45,10:02,10:20,10:57,11:15
,dep,7:15,7:32,7:49,8:06,8:27,8:46,9:19,9:46,10:03,10:21,10:58,
