stop,,Kashi,Padao,Dulhipur,Muhgal Sarai,Madagda Gate,Kachhuman,Sakaldiha,Naurangabad,Kamalpur
distance, , ,,4,8,14,20,26,38,41
fare,, ,,10,12,18,22,27,36,40
,arr,,,8:08,8:17,8:03,8:43,8:56,9:01,9:01
,dep, ,8,8:09,8:18,8:31,8:44,8:57,9:02,
 ,arr,,,13:38,13:47,14,14:13,14:26,14:31,14:04
 ,dep,,13:03,13:39,13:48,14:01,14:14,14:27,14:32,
